IdP,Nazwa,X,Y,Szkoła,Praca,Zakupy/Centra handlowe,Rozrywka(np. boiska),Restauracje(jedzenie),Spotkania towarzyskie,Lekarz(zdrowie),Kultura,Osiedle
902,Łużycka,,,,,,,,,,,
903,Ślazowa,,,,,,,,,,,
904,Świdnicka (Dom Europy),,,,,,,,,,,
905,Świniary,51.19665224018954,16.97515183506888,,,,,,,,,
906,Śliczna,,,,,,,,,,,
907,Śliwice,,,,,,,,,,,
908,Śliwowa,,,,,,,,,,,
909,Ślusarska,,,,,,,,,,,
910,Ślęza - Dębowa,,,,,,,,,,,
911,Ślęza - Szyszkowa,,,,,,,,,,,
912,Ślęza - Autostrada,,,,,,,,,,,
913,Ślęza - Skrzyżowanie,,,,,,,,,,,
914,Śniadeckich,,,,,,,,,,,
915,Śnieżna,,,,,,,,,,,
916,Średzka,,,,,,,,,,,
917,Śrubowa,,,,,,,,,,,
918,Świdnicka,,,,,,,,,,,
919,Świeradowska,,,,,,,,,,,
920,Świstackiego,,,,,,,,,,,
921,Świt,,,,,,,,,,,
922,Świętokrzyska,,,,,,,,,,,
923,Źródła,,,,,,,,,,,
924,Żar,,,,,,,,,,,
925,Żelazna,,,,,,,,,,,
926,Żernicka,,,,,,,,,,,
927,Żerniki,,,,,,,,,,,
928,Żmigrodzka (Obwodnica),51.154205181053875,17.02841774328803,,,,,,,,,
929,Żmudzka,,,,,,,,,,,
930,Żurawiniec,,,,,,,,,,,
931,Żórawina - Niepodległości (Mostek),,,,,,,,,,,
932,Żórawina - Orange,,,,,,,,,,,
933,Żórawina - Wrocławska,,,,,,,,,,,
934,Żórawina - Kościół Św. Trójcy,,,,,,,,,,,
935,Żórawina - Osiedle,,,,,,,,,,,
936,Żórawina - Skrzy.,,,,,,,,,,,
937,Żórawina - Skrzy. Niepodległości,,,,,,,,,,,
938,8 Maja,51.11336855469333,17.090652628379562,,,,,,,,,
939,Biskupin,51.101156726871544,17.10878184625894,,,,,,,,,
