IdP,Nazwa,X,Y,Szkoła,Praca,Zakupy/Centra handlowe,Rozrywka(np. boiska),Restauracje(jedzenie),Spotkania towarzyskie,Lekarz(zdrowie),Kultura,Osiedle
389,Kątowa,,,0,0,0,0,0,0,0,0,
390,Kębłowice,,,0,0,1,1,1,0,0,0,
391,Kępa Mieszczańska,51.1167858191892,17.024606828739973,0,0,1,1,1,0,0,0,
392,Kępińska,,,0,1,1,1,1,0,0,0,
393,Kętrzyńska,,,0,1,1,1,1,0,0,0,
394,Kłokoczyce,,,0,0,1,1,1,0,0,0,
395,Leśnica,,,0,0,0,0,0,0,0,0,
396,Litewska,,,0,0,0,0,0,0,0,0,
397,Litomska (Zus),,,0,1,1,1,0,0,0,0,
398,Las Mokrzański,,,0,0,0,0,0,0,0,0,
399,Las Osobowicki,,,0,0,0,1,1,1,0,0,
400,Las Ratyński,,,0,0,0,1,1,1,0,0,
401,Lawendowa,,,0,0,0,0,0,0,0,0,
402,Lekarska,,,1,1,1,1,1,1,0,0,
403,Leśnica - Hermes,,,1,1,1,1,1,1,0,0,
404,Libelta,,,0,0,0,0,0,0,0,0,
405,Lipa Piotrowska,51.17334031466762,16.994674494893893,0,0,0,0,0,0,0,0,
406,Lipska,,,0,0,0,0,0,0,0,0,
407,Lubelska,,,0,0,0,0,0,0,0,0,
408,Lubiatów,,,0,1,1,1,1,0,0,0,
409,Lutosławskiego,,,0,0,0,0,0,0,0,0,
410,Lutynia - Kolonia,,,0,0,0,1,1,1,0,0,
411,Lutynia - Straż,,,0,0,1,1,0,0,0,0,
412,Lutynia Centrum,,,0,1,1,1,0,0,0,0,
413,Lutynia I,,,0,1,1,1,0,0,0,0,
414,Lutynia Osiedle Ul. Wschodnia,,,0,1,1,1,0,0,0,0,
415,Lutynia Rondo,,,0,1,0,0,0,0,0,1,
416,Metalowców (Ośrodek Sportu),51.12973578662809,16.954963188328467,0,1,1,1,1,1,0,1,
417,Mińska (Rondo Rotm. Pileckiego),,,0,1,1,1,1,1,0,0,
418,Mokry Dwór,,,0,1,0,0,0,0,0,0,
419,Muchobór Mały (Stacja Kolejowa),51.11265047292736,16.970615488144727,0,1,0,0,0,0,0,0,
420,Mulicka,,,0,1,0,0,0,0,0,0,
421,Magellana,,,0,1,0,0,0,0,0,0,
422,Malinowa,,,0,1,0,1,1,0,0,0,
423,Malinowskiego,,,0,1,0,0,1,1,0,0,
424,Malwowa,,,0,1,0,0,0,0,0,0,
425,Marcepanowa,51.06208587691128,16.976158086228782,0,1,1,1,0,0,1,1,
426,Marchewkowa,,,0,1,1,1,0,0,0,0,
427,Marszowice,,,0,0,1,1,0,0,1,1,
428,Marszowicka,,,0,0,0,0,0,0,0,0,
429,Małkowice - Główna,,,0,0,0,0,0,0,0,0,
430,Małomicka,,,0,1,0,0,0,0,0,0,
431,Małopanewska,,,0,1,0,0,0,0,0,0,
432,Małopolska (Ośrodek Dla Niewidomych),,,1,1,0,1,1,1,1,0,
433,Maślice Małe (Brodnicka),,,0,1,1,1,1,1,0,0,
434,Maślicka (Osiedle),51.14759020226013,16.947711992295275,0,1,1,1,1,1,0,0,
435,Maślicka (Staw),,,0,1,1,1,1,1,0,1,
436,Metalowców,,,0,1,1,0,1,1,0,0,
437,Michalczyka,,,0,1,1,1,1,0,0,0,
438,Mickiewicza,51.10846583480433,17.072106782574494,0,0,0,1,1,0,0,0,
439,Mielecka,,,0,1,0,1,0,0,0,0,
440,Mikołowska,,,0,1,0,1,0,0,0,0,
441,Milenijna (Hala Orbita),51.132296096236104,16.989623317577895,0,1,0,1,1,1,1,0,
442,Milicka,,,0,1,1,1,0,0,0,0,
443,Miodowa,,,1,1,0,0,0,0,0,0,
444,Mirków - Jagiellońska,,,0,1,0,0,0,0,0,0,
445,Mirków - Kiełczowska (Na Wys. Nr 14),,,0,1,0,0,0,0,0,0,
446,Mirków - Sportowa,,,0,1,0,1,1,1,0,0,
447,Mirków - Skrzy. Polna,,,0,1,0,1,1,1,0,1,
448,Międzyrzecka,,,1,1,0,1,1,1,0,0,
449,Miękinia - Urząd Gminy,,,0,1,1,1,1,1,0,0,
450,Miękinia - Pętla,,,0,1,1,0,0,1,0,0,
451,Miękinia - Stacja Pkp,,,0,1,1,0,0,1,0,0,
452,Miękinia Cegielnia,,,0,0,0,0,0,0,0,0,
453,Miłoszycka,,,0,0,0,0,0,0,0,0,
454,Mochnackiego,,,1,1,1,1,1,0,0,0,
455,Modlińska,,,1,1,1,1,1,0,0,0,
456,Modra,,,1,1,1,1,1,0,0,1,
457,Mokra,,,0,0,0,0,0,0,0,0,
458,Mokronos Dolny - Parkowa/Stawowa,,,0,0,0,0,0,1,0,0,
459,Mokronos Dolny - Stawowa/Szczęśliwa,51.07129088645852,16.933217673506874,0,1,1,1,0,1,0,0,
460,Mokronos Górny - Wrocławska/Gwarna,,,0,1,1,1,0,1,0,0,
461,Mokry Dwór - Starodworska,,,0,1,1,1,0,0,0,0,
462,Mokrzańska,,,0,1,1,1,0,0,0,0,
463,Moniuszki,,,0,1,1,1,0,0,0,0,
464,Monopolowa,,,0,1,0,1,1,1,0,0,
465,Monte Cassino,,,0,1,0,1,1,1,0,0,
466,Morelowskiego,,,0,0,0,1,0,1,0,0,
467,Morwowa,,,0,0,1,1,0,0,0,0,
468,Mosty Pomorskie,,,0,0,1,1,1,0,0,0,
469,Mosty Warszawskie,51.12855975338448,17.055253000537665,1,1,1,0,0,1,0,0,
470,Mrozów - Wyzwolenia,,,1,1,1,0,0,1,0,0,
471,Mrozów - Świetlica,,,1,1,1,1,1,1,0,0,
472,Mroźna,,,0,1,0,1,0,1,0,0,
473,Muchobór Wielki,,,0,1,0,1,0,1,0,0,
474,Muchobór Wielki (Roślinna),,,0,1,0,1,1,1,0,0,
475,Młodych Techników,,,0,1,0,1,1,1,0,0,
476,Most Grunwaldzki,,,0,0,0,0,0,0,0,0,
477,Most Milenijny,,,0,0,0,0,0,0,0,0,
478,Most Osobowicki,,,0,1,0,0,0,1,0,0,
479,Na Grobli (Hydropolis),51.10468815529851,17.055508451861872,0,1,1,1,1,1,0,0,
480,Na Niskich Łąkach,51.09711899637683,17.0558074229239,0,1,1,1,1,1,0,0,
481,Na Ostatnim Groszu,51.12296172133449,16.975673525639053,1,1,0,0,0,0,0,0,
482,Na Szańcach,51.11907694103762,17.041994514950723,1,1,0,0,0,0,0,0,
483,Narodowe Forum Muzyki,51.10791524511627,17.02645107595523,0,0,0,0,1,1,0,0,
484,Niedziałkowskiego,,,0,0,0,0,1,1,1,0,
485,Niedźwiedzia,,,0,0,0,0,0,0,0,0,
486,Nowa Wieś Wr. - Relaksowa (Na Wys. Nr 13),,,1,1,1,1,1,1,0,0,
487,Nowa Wieś Wr. - Pętla,51.04553686705275,16.91851066574212,0,1,0,0,0,0,0,0,
488,Nowodworska,,,0,1,0,0,0,0,0,0,
489,Nowowiejska,,,0,1,1,1,1,1,0,0,
490,Nowy Dom,,,0,1,1,1,1,1,0,0,
491,Nyska,,,0,1,1,1,0,0,0,0,
492,Opatowice,,,0,1,0,0,0,0,0,0,
493,Oporów,51.084202287626624,16.971952098279854,0,1,0,0,0,0,0,1,
494,Osiedle Sobieskiego,,,0,1,0,0,1,1,0,0,
495,Osobowice,51.13771750449842,16.994030068915706,0,1,1,0,1,1,0,0,
496,Osobowicka (Cmentarz Ii),,,0,1,1,0,1,0,1,0,
497,Osobowicka (Cmentarz),,,0,0,0,0,0,0,0,0,
498,Obornicka (Obwodnica),,,0,0,0,0,0,0,0,0,
499,Obornicka (Wołowska),,,0,0,0,0,0,0,0,0,
500,Oboźna,,,0,0,0,1,1,0,0,0,
501,Odolanowska,,,,,,,,,,,
502,Odrodzenia Polski,,,,,,,,,,,
503,Ogród Botaniczny,,,,,,,,,,,
504,Ojca Beyzyma,51.090383945607755,16.992920642278534,,,,,,,,,
505,Okrzei,,,,,,,,,,,
506,Okólna,,,,,,,,,,,
507,Olbrachtowska,,,,,,,,,,,
508,Oleśniczka,,,,,,,,,,,
509,Oleśniczka - Skrzy.,,,,,,,,,,,
510,Olsztyńska,,,,,,,,,,,
511,Opatowicka Nr 127,,,,,,,,,,,
512,Opatowicka Nr 59,,,,,,,,,,,
513,Opatowicka Nr 85,,,,,,,,,,,
514,Opera,51.10559463309056,17.031985375703965,,,,,,,,,
515,Orla,,,,,,,,,,,
516,Orlińskiego,,,,,,,,,,,
517,Orzechowa,51.08316262649301,17.04077621896258,,,,,,,,,
518,Os. Przyjaźni,51.069432473503504,16.9970468407633,,,,,,,,,
519,Osiniecka,,,,,,,,,,,
520,Ossolineum (Uniwersytecka),,,,,,,,,,,
521,Ostowa (Muzeum Militarne),,,,,,,,,,,
522,Ostrowskiego,,,,,,,,,,,
523,Otyńska,,,,,,,,,,,
524,Owczarska,,,,,,,,,,,
525,Oławska,,,,,,,,,,,
526,Ołtaszyn,51.05703192549134,17.022484748130864,,,,,,,,,
527,Ożynowa,,,,,,,,,,,
528,Park Południowy,,,,,,,,,,,
529,Pawłowice (Widawska),,,,,,,,,,,
530,Petrusewicza,,,,,,,,,,,
531,Pilczyce,,,,,,,,,,,
532,Pl. Grunwaldzki,51.111517027190736,17.060180979663354,,,,,,,,,
533,Pl. Jana Pawła II,51.11180506996273,17.02128442141548,,,,,,,,,
534,Pl. Solidarności,51.11350350142072,17.017815665965703,,,,,,,,,
535,Pl. Staszica,51.12249449968118,17.03080553152348,,,,,,,,,
536,Polanowice,,,,,,,,,,,
537,Port Lotniczy,,,,,,,,,,,
538,Poświęcka (Ośrodek Zdrowia),,,,,,,,,,,
539,Poświętne,51.15020735526608,17.028719861391377,,,,,,,,,
540,Pracze Odrzańskie,51.17451143867945,16.906627556937504,,,,,,,,,
541,Pracze Odrzańskie (Stacja Kolejowa),,,,,,,,,,,
542,Pracze Widawskie,51.1776795066201,17.01559518171139,,,,,,,,,
543,Psie Pole (Stacja Kolejowa),51.15013675701918,17.11980945543448,,,,,,,,,
544,Palacha,,,,,,,,,,,
545,Paprotna,,,,,,,,,,,
546,Parafialna,,,,,,,,,,,
547,Park Biznesu,,,,,,,,,,,
548,Park Brochowski,,,,,,,,,,,
549,Park Popowicki,51.12623664694436,16.997552733182832,,,,,,,,,
550,Park Stabłowicki,51.15991585689947,16.893686956536804,,,,,,,,,
551,Park Staromiejski,51.10505348694456,17.037026591810104,,,,,,,,,
552,Park Szczytnicki,,,,,,,,,,,
553,Park Tysiąclecia,,,,,,,,,,,
554,Park Wschodni,,,,,,,,,,,
555,Park Zachodni,,,,,,,,,,,
556,Partynice (Tor Wyścigów Konnych),,,,,,,,,,,
557,Partyzantów,,,,,,,,,,,
558,Pasikurowice - Energetyczna,,,,,,,,,,,
559,Pasikurowice - Wrocławska (Na Wys. Nr 14),,,,,,,,,,,
560,Pasikurowice - Cmentarz,,,,,,,,,,,
561,Pasikurowice - N/Ż,,,,,,,,,,,
562,Pasikurowice - Skrzy. Malinowa,,,,,,,,,,,
563,Paulińska,,,,,,,,,,,
564,Pawłowice,,,,,,,,,,,
565,Pawłowicka,,,,,,,,,,,
566,Pereca,,,,,,,,,,,
567,Perzowa,,,,,,,,,,,
568,Pełczyńska (Stacja Kolejowa),,,,,,,,,,,
569,Piastowska,,,,,,,,,,,
570,Piecowice,,,,,,,,,,,
571,Pietrzykowice,,,,,,,,,,,
572,Pietrzykowice - Sportowa/Główna,,,,,,,,,,,
573,Pietrzykowice - Sportowa/Pętla,,,,,,,,,,,
574,Pietrzykowice - Wrocławska/Stawowa,,,,,,,,,,,
575,Pietrzykowice - Zakład,,,,,,,,,,,
576,Pilczycka (Anima),,,,,,,,,,,
577,Piołunowa,,,,,,,,,,,
578,Piramowicza (Kampus Biskupin),,,,,,,,,,,
579,Pisarzowice - Graniczna,,,,,,,,,,,
580,Pisarzowice - Kolejowa,,,,,,,,,,,
581,Pisarzowice - Odrzańska,,,,,,,,,,,
582,Pisarzowice - Szkolna,,,,,,,,,,,
583,Piwnika-Ponurego,,,,,,,,,,,
584,Piłsudskiego,,,,,,,,,,,
585,Pl. Hirszfelda,51.09432347670563,17.01703267874251,,,,,,,,,
586,Poczta Główna,,,,,,,,,,,
587,Pola,,,,,,,,,,,
588,Poleska,,,,,,,,,,,
589,Polkowicka,,,,,,,,,,,
590,Pomorska,,,,,,,,,,,
591,Poprzeczna,,,,,,,,,,,
592,Port Popowice,,,,,,,,,,,
593,Połabian,,,,,,,,,,,
594,Poświęcka,,,,,,,,,,,
595,Prudnicka,,,,,,,,,,,
596,Prusa,51.119829577762985,17.056552523078057,,,,,,,,,
597,Pruszowice,,,,,,,,,,,
598,Pruszowice - Las,,,,,,,,,,,
599,Przebiśniegowa,,,,,,,,,,,
600,Przedwiośnie (Stacja Kolejowa),,,,,,,,,,,
601,Przybyszewskiego,,,,,,,,,,,
602,Przybyły,,,,,,,,,,,
603,Przyjaźni,,,,,,,,,,,
604,Przystankowa,,,,,,,,,,,
605,Psary - Parkowa,,,,,,,,,,,
606,Psary - Szkoła,51.186667157671906,17.03178734475163,,,,,,,,,
607,Psary - Wolności,,,,,,,,,,,
608,Psie Pole,51.14572665756581,17.11128446376349,,,,,,,,,
609,Psie Pole (Gorlicka),,,,,,,,,,,
610,Psie Pole (Rondo Lotników Polskich),,,,,,,,,,,
611,Pustecka,,,,,,,,,,,
612,Pułaskiego,51.09824755336539,17.04298549994107,,,,,,,,,
613,Pułtuska,,,,,,,,,,,
614,Północna,,,,,,,,,,,
615,Płaska,,,,,,,,,,,
616,Pl. Bema,51.117112564381934,17.042098986701703,,,,,,,,,
617,Pl. Daniłowskiego,,,,,,,,,,,
618,Pl. Legionów,51.10457562944826,17.022080430396326,,,,,,,,,
619,Pl. Nowy Targ,51.11039457139414,17.03906804744376,,,,,,,,,
620,Pl. Orląt Lwowskich,51.10789956232348,17.02155001993996,,,,,,,,,
621,Pl. Srebrny,,,,,,,,,,,
622,Pl. Strzegomski (Muzeum Współczesne),,,,,,,,,,,
623,Pl. Strzelecki,,,,,,,,,,,
624,Pl. Wróblewskiego,51.10549831294692,17.047623033676672,,,,,,,,,
625,Pl. Zgody (Muzeum Etnograficzne),,,,,,,,,,,
626,Racławicka,51.07738133758759,16.98423984686341,,,,,,,,,
627,Ratyń,,,,,,,,,,,
628,Rod Bajki,,,,,,,,,,,
629,Rod Bielany,,,,,,,,,,,
630,Rod Mieczyk,,,,,,,,,,,
631,Rod Oświata,,,,,,,,,,,
632,Rod Pod Dębem,,,,,,,,,,,
633,Rod Storczyk,,,,,,,,,,,
634,Rod Zgoda,,,,,,,,,,,
635,Rod Źródło Zdrowia,,,,,,,,,,,
636,Rubczaka (Stacja Kolejowa),,,,,,,,,,,
637,Racławicka (Szkoła),,,,,,,,,,,
638,Radakowice - Świetlica,,,,,,,,,,,
639,Radio I Telewizja,,,,,,,,,,,
640,Rakowiecka,,,,,,,,,,,
641,Raków - Osiedle,,,,,,,,,,,
642,Raków - Skrzy.,,,,,,,,,,,
643,Raków I,,,,,,,,,,,
644,Raków Ii,,,,,,,,,,,
645,Raków Iii,,,,,,,,,,,
646,Raków Iv,,,,,,,,,,,
647,Ramiszów,,,,,,,,,,,
648,Ramiszów Stacja,,,,,,,,,,,
649,Ratyń - Skrzyżowanie,,,,,,,,,,,
650,Rdestowa,,,,,,,,,,,
651,Redycka,,,,,,,,,,,
652,Reja,,,,,,,,,,,
653,Renoma,,,,,,,,,,,
654,Rodła,,,,,,,,,,,
655,Rogowska (Ośrodek Sportu),,,,,,,,,,,
656,Rogowska (P+R),51.11041205501294,16.955834134966512,,,,,,,,,
657,Rogowska (Ogrody Działkowe),,,,,,,,,,,
658,Rondo,51.09090331353238,17.017282576852956,,,,,,,,,
659,Rondo Obrońców Grodna,,,,,,,,,,,
660,Rubczaka,,,,,,,,,,,
661,Rymarska,,,,,,,,,,,
662,Rynek,,,,,,,,,,,
663,Rzemieślnicza,,,,,,,,,,,
664,Rzeplin - Al. Lipowa ,,,,,,,,,,,
665,Rzeplin - Pętla,,,,,,,,,,,
666,Różanka,,,,,,,,,,,
667,Rędzin,51.166152046195464,16.966729315557007,,,,,,,,,
668,Rędzińska,51.157394336626375,16.948874939787437,,,,,,,,,
669,Rędzińska (Cmentarz),,,,,,,,,,,
670,Rękodzielnicza,,,,,,,,,,,
671,Rondo Św. Ojca Pio,,,,,,,,,,,
672,Sołtysowice,51.15517403939835,17.06443321898258,,,,,,,,,
673,Spiska (Ośrodek Sportu),,,,,,,,,,,
674,Stabłowicka (Ośrodek Zdrowia),,,,,,,,,,,
675,Szymanów-Pętla,51.19699717554701,17.008996720109298,,,,,,,,,
676,Samotworska,,,,,,,,,,,
677,Samotwór - Dębowa,,,,,,,,,,,
678,Samotwór - Leśna,,,,,,,,,,,
679,Sanocka,,,,,,,,,,,
680,Semaforowa,,,,,,,,,,,
681,Serbska (C.K. Agora),,,,,,,,,,,
682,Serowarska,,,,,,,,,,,
683,Siedlec - Wrocławska/Sklep,,,,,,,,,,,
684,Siedlec - Wrocławska/Szkoła,,,,,,,,,,,
685,Siedlec - Skrzy. Osiedlowa,,,,,,,,,,,
686,Siedlec - Stacja,,,,,,,,,,,
687,Skarbowców,,,,,,,,,,,
688,Skarżyńskiego,,,,,,,,,,,
689,Skała - Wieś,,,,,,,,,,,
690,Skałka,,,,,,,,,,,
691,Skałka - Skrzy. Małkowice,,,,,,,,,,,
692,Skałka - Skrzy. W362,,,,,,,,,,,
693,Skierniewicka,,,,,,,,,,,
694,Smocza,,,,,,,,,,,
695,Smolec - Chłopska/Cisowa,,,,,,,,,,,
696,Smolec - Chłopska/Główna,,,,,,,,,,,
697,Smolec - Chłopska/Wrzosowa,,,,,,,,,,,
698,Smolec - Chłopska/Śliwkowa,,,,,,,,,,,
699,Smolec - Dębowa (Sklep),51.07693323559705,16.881546349691803,,,,,,,,,
700,Smolec - Główna (Na Wys. Nr 52),,,,,,,,,,,
701,Smolec - Główna (Na Wys. Nr 83),,,,,,,,,,,
702,Smolec - Główna/Dworcowa,,,,,,,,,,,
703,Smolec - Lipowa/Pętla,,,,,,,,,,,
704,Smolec - Wiśniowa,,,,,,,,,,,
705,Smolec - Wrocławska,,,,,,,,,,,
706,Smolecka,,,,,,,,,,,
707,Solskiego,,,,,,,,,,,
708,Sosnowiecka,,,,,,,,,,,
709,Sowia,,,,,,,,,,,
710,Sołtysowicka,,,,,,,,,,,
711,Spółdzielcza,,,,,,,,,,,
712,Stabłowice,,,,,,,,,,,
713,Stabłowicka,,,,,,,,,,,
714,Stadion Olimpijski,51.11692678010053,17.089962823203383,,,,,,,,,
715,Stalowa,,,,,,,,,,,
716,Stanisławowska (W.K. Formaty),,,,,,,,,,,
717,Stanki,,,,,,,,,,,
718,Starodworska,,,,,,,,,,,
719,Starodębowa,,,,,,,,,,,
720,Starościńska,,,,,,,,,,,
721,Stoszowska,,,,,,,,,,,
722,Strachowice General Aviation,,,,,,,,,,,
723,Strachowicka,51.12360835581646,16.917952216663636,,,,,,,,,
724,Strachowskiego,,,,,,,,,,,
725,Strumykowa,,,,,,,,,,,
726,Strzegomska (Muzeum Współczesne),,,,,,,,,,,
727,Strzegomska (Krzyżówka),,,,,,,,,,,
728,Strzegomska 148,,,,,,,,,,,
729,Stępin,51.20863776551389,17.28077988500212,,,,,,,,,
730,Stępin - Kościół,,,,,,,,,,,
731,Sucha,,,,,,,,,,,
732,Suchy Dwór - Skrzy. (Wrocławska/Główna),,,,,,,,,,,
733,Suchy Dwór - Skrzy. Mędłów,,,,,,,,,,,
734,Sudecka,,,,,,,,,,,
735,Suwalska,,,,,,,,,,,
736,Swojczyce,,,,,,,,,,,
737,Syrokomli,,,,,,,,,,,
738,Szczecińska,,,,,,,,,,,
739,Szczepin,,,,,,,,,,,
740,Szczodre - Szkoła,,,,,,,,,,,
741,Szczodre - Trzebnicka,,,,,,,,,,,
742,Szczodre - Trzebnicka (Na Wys. Nr 3A),,,,,,,,,,,
743,Szczodre - Pętla,51.19450054579013,17.182808878209627,,,,,,,,,
744,Szczodre - Stawy,,,,,,,,,,,
745,Szewczenki,,,,,,,,,,,
746,Szkocka,,,,,,,,,,,
747,Szkolna,,,,,,,,,,,
748,Szkoła Żerniki,51.12140080867286,16.925068679263013,,,,,,,,,
749,Sztabowa,,,,,,,,,,,
750,Szukalice,,,,,,,,,,,
751,Szybowcowa,,,,,,,,,,,
752,Szymanów,,,,,,,,,,,
753,Szymanów (Letnia),51.19515974461297,17.014789786824,,,,,,,,,
754,Szymanów (Widawska),,,,,,,,,,,
755,Szymanów - Skrzyż.,,,,,,,,,,,
756,Sąsiedzka,,,,,,,,,,,
757,Sępolno,51.11391087105509,17.10384448137332,,,,,,,,,
758,Słoneczna,,,,,,,,,,,
759,Słonimskiego,,,,,,,,,,,
760,Słowiańska,,,,,,,,,,,
761,Skwer Krasińskiego,,,,,,,,,,,
762,Tarczyński Arena (Królewiecka),,,,,,,,,,,
763,Tarnogaj,51.07818893886245,17.06431201270795,,,,,,,,,
764,Trestno (Pętla),,,,,,,,,,,
765,Tyniecka (Pętla),,,,,,,,,,,
766,Tarczyński Arena (Lotnicza),51.137258452112206,16.940790845709763,,,,,,,,,
767,Tarnogajska,,,,,,,,,,,
768,Tczewska,,,,,,,,,,,
769,Tokary - Centrum,,,,,,,,,,,
770,Tokary - Osiedle,,,,,,,,,,,
771,Topolowa,,,,,,,,,,,
772,Tramwajowa,,,,,,,,,,,
773,Trawowa,,,,,,,,,,,
774,Trestno - Kościół,,,,,,,,,,,
775,Trestno - Świetlica,,,,,,,,,,,
776,Trzebnicka,,,,,,,,,,,
777,Trzmielowicka,,,,,,,,,,,
778,Tunelowa,,,,,,,,,,,
779,Turoszowska,,,,,,,,,,,
780,Tymiankowa,,,,,,,,,,,
781,Tyniecka,,,,,,,,,,,
782,Tyrmanda,,,,,,,,,,,
783,Tęczowa,,,,,,,,,,,
784,Uniwersytet Dolnośląski Dsw,,,,,,,,,,,
785,Uniwersytet Ekonomiczny,51.089583237501394,17.02858971284679,,,,,,,,,
786,Uniwersytet Wrocławski,,,,,,,,,,,
787,Urząd Wojewódzki (Impart),,,,,,,,,,,
788,Urząd Wojewódzki (Muzeum Narodowe),,,,,,,,,,,
789,Vivaldiego,,,,,,,,,,,
790,Volvo,,,,,,,,,,,
791,Volvo - Brama Ii,,,,,,,,,,,
792,Wałbrzyska,,,,,,,,,,,
793,Wojnów (Pętla),51.09590525651294,17.16597507817714,,,,,,,,,
794,Wallenroda,,,,,,,,,,,
795,Waniliowa,,,,,,,,,,,
796,Wapienna,,,,,,,,,,,
797,Warmińska,,,,,,,,,,,
798,Wawrzyniaka,,,,,,,,,,,
799,Weigla (Szpital),,,,,,,,,,,
800,Wejherowska (Hala Orbita),,,,,,,,,,,
801,Wełniana,,,,,,,,,,,
802,Wiaduktowa,,,,,,,,,,,
803,Widawa,,,,,,,,,,,
804,Widna,,,,,,,,,,,
805,Wiejska,,,,,,,,,,,
806,Wielka,51.09393060478208,17.02085699282174,,,,,,,,,
807,Wielkopolska,,,,,,,,,,,
808,Wilczyce,,,,,,,,,,,
809,Wilczyce - Borowa,,,,,,,,,,,
810,Wilczyce - Dworska,,,,,,,,,,,
811,Wilczyce - Dębowa,,,,,,,,,,,
812,Wilczyce - Sosnowa,,,,,,,,,,,
813,Wilczyce - Wilczycka (Clarena),,,,,,,,,,,
814,Wilczyce - Wilczycka (Stary Młyn),,,,,,,,,,,
815,Wilczyce - Wrocławska (Na Wys. Nr 1F),,,,,,,,,,,
816,Wilczyce - Szkoła,,,,,,,,,,,
817,Wilkszyn (Pętla),51.19180144999823,16.862616599479313,,,,,,,,,
818,Wilkszyn - Miłoszyn,,,,,,,,,,,
819,Wilkszyn - Polna,,,,,,,,,,,
820,Wilkszyńska,,,,,,,,,,,
821,Wita Stwosza,,,,,,,,,,,
822,Witelona,,,,,,,,,,,
823,Witkowska,,,,,,,,,,,
824,Wiślańska,,,,,,,,,,,
825,Wiśniowa,,,,,,,,,,,
826,Wojanowska,,,,,,,,,,,
827,Wojnów,,,,,,,,,,,
828,Wojszyce,,,,,,,,,,,
829,Wojszycka,,,,,,,,,,,
830,Wolska,,,,,,,,,,,
831,Wołowska,,,,,,,,,,,
832,Wrocław Mikołajów (Zachodnia),,,,,,,,,,,
833,Wrocław Nowy Dwór (P+R),51.1199170288358,16.9524744209089,,,,,,,,,
834,Wrocław Popowice (17.Południk),,,,,,,,,,,
835,Wrocław Szczepin,,,,,,,,,,,
836,Wrocławski Park Przemysłowy,,,,,,,,,,,
837,Wrocławski Park Technologiczny,51.10556282783089,16.970760412109904,,,,,,,,,
838,Wróblowice,,,,,,,,,,,
839,Wróblowice Innowacyjna,,,,,,,,,,,
840,Wschowska,,,,,,,,,,,
841,Wysoka,,,,,,,,,,,
842,Wysoka - Chabrowa,,,,,,,,,,,
843,Wysoka - Lipowa,,,,,,,,,,,
844,Wysoka - Lipowa/Jeżynowa,,,,,,,,,,,
845,Wysoka - Lipowa/Parkowa,,,,,,,,,,,
846,Wysoka - Radosna,,,,,,,,,,,
847,Wysoka - Osiedle,,,,,,,,,,,
848,Wyszyńskiego,,,,,,,,,,,
849,Wyścigowa,,,,,,,,,,,
850,Wzgórze Partyzantów,,,,,,,,,,,
851,Węgrów (Na Wys. Nr 27),,,,,,,,,,,
852,Węgrów (Na Wys. Nr 7),,,,,,,,,,,
853,Zakrzów,51.16200367420869,17.12470310513678,,,,,,,,,
854,Zoo,,,,,,,,,,,
855,Zwycięska,51.05929245261485,17.011292403922248,,,,,,,,,
856,Zabrodzie - Pętla,51.05685864069994,16.945730473573253,,,,,,,,,
857,Zabór Mały,,,,,,,,,,,
858,Zabór Wielki,,,,,,,,,,,
859,Zacisze,,,,,,,,,,,
860,Zagony,,,,,,,,,,,
861,Zagrodnicza,,,,,,,,,,,
862,Zagłoby,,,,,,,,,,,
863,Zagłębiowska,,,,,,,,,,,
864,Zajazdowa,,,,,,,,,,,
865,Zajezdnia Borek,51.07861930214311,17.006993846840256,,,,,,,,,
866,Zajezdnia Gaj,,,,,,,,,,,
867,Zajezdnia Obornicka,,,,,,,,,,,
868,Zajezdnia Ołbin,,,,,,,,,,,
869,Zajączkowska,,,,,,,,,,,
870,Zakrzowska,,,,,,,,,,,
871,Zakładowa,,,,,,,,,,,
872,Zalewowa,,,,,,,,,,,
873,Zamkowa,,,,,,,,,,,
874,Zaolziańska,,,,,,,,,,,
875,Zaporoska,51.097177958558255,17.014573861349355,,,,,,,,,
876,Zaprężyn,,,,,,,,,,,
877,Zarembowicza,,,,,,,,,,,
878,Zbożowa,,,,,,,,,,,
879,Zemska,51.1157852614334,16.947166859648547,,,,,,,,,
880,Zgorzelisko,,,,,,,,,,,
881,Zielińskiego,,,,,,,,,,,
882,Zielna,,,,,,,,,,,
883,Ziemniaczana,,,,,,,,,,,
884,Zimowa,,,,,,,,,,,
885,Złotnicka,,,,,,,,,,,
886,Złotniki,51.13922760496478,16.892494937095062,,,,,,,,,
887,Złotostocka,,,,,,,,,,,
888,Ćwiczebna,,,,,,,,,,,
889,Łosice,,,,,,,,,,,
890,Łosice - Plac Zabaw,,,,,,,,,,,
891,Łososiowicka,,,,,,,,,,,
892,Łowęcice - Staw,,,,,,,,,,,
893,Łozina - Cmentarz,,,,,,,,,,,
894,Łozina - Kościół,,,,,,,,,,,
895,Łozina - Milicka/Poczta,,,,,,,,,,,
896,Łozina - Milicka/Szkoła,,,,,,,,,,,
897,Łozina - Nowego Osiedla I,,,,,,,,,,,
898,Łozina - Nowego Osiedla Ii,,,,,,,,,,,
899,Łozina - Wrocławska (Na Wys. Nr 18),,,,,,,,,,,
900,Łozina - Skrzy.,,,,,,,,,,,
901,Ługowa,,,,,,,,,,,
